aardvark cerdo homiguero
aardvarks cerdo homigueros
ab abdominal
tightrope cuerda floja
tightropes cuerda flojas
tigress tigresa
tigresses tigresas
tigs juego de las traeses
tike chiquillo
tilapia tilapia
tile azulejo
tiler albañil
tilers albañiles
tilery albañil
tiles azulejos
tilings  tejados
till caja registradora
tiller caña del timón
tillers caña del timónes
tillings labranzas
tills caja registradoras
tilt inclinación
tilter inclinación
tilters caña del timónes
tiltings inclinaciones
timber madera
timberland bosque maderable
timberlands bosque maderables
timbers maderas
timeliness oportunidad
timeout descanso
timer temporizador
timers temporizadores
timeshare multipropiedad
timetable horario
timetables horarios
timidity timidez
timing elección del momento
timings elección del momentos
timmy barriga
tin estaño
tinct tinte
tincts tintes
tind estaño
tinder yesca
tinders yescas
tindery yesca
tine diente
tineid diente
tinfoil papel de aluminio
tinge matiz
tinges matices
tingle hormigueo
tingler hormigueo
tinglers hormigueos
tingles hormigueos
tings tintineos
tink reflexionar
tinkerer hojalatero la hojalatera
tinkerings hojalatero la hojalateras
tinkers hojalatero la hojalateras
tinkle tintineo
tinkler hojalatero la hojalatera
tinklers hojalatero la hojalateras
tinkles tintineos
tinks reflexionares
tinnings estaños
tinnitus zumbido de oídos
tinnituses zumbido de oídoses
tins estaños
tinsel espumillón
tinsels espumillónes
tint tinte
tintings tintes
tints tintes
tip punta
tipis puntas
tippings coberturas
tips puntas
tiptoes  puntillases
tirade diatriba
tirades diatribas
tiramisu tiramisú
tire llanta
tiredness cansancio
tirl llanta
tissue pañuelo de papel
tissues pañuelo de papeles
tit teta
titanism titanio
titanium titanio
titer tigre
tithes diezmos
title título
titler título
titlers los créditoses
titles los créditoses
titration titulación
titrations titulaciones
titre llanta
titties tetas
tittle pizca
tittles pizcas
titty teta
titups embotellamientos
tmeses tesises
toad sapo
toads sapos
toadstool hongo venenoso
toadstools hongo venenosos
toast pan tostado
toaster tostadora
toasters tostadoras
toasts pan tostados
toazes topacios
tobacco tabaco
tobaccoes tabacos
tobacconist tabaquero
tobacconists tabaqueros
tobaccos tabacos
toboggan tobogán
tobogganings tobogánes
toboggans tobogánes
toby juguete
tock recaudación
tocking tictac
tod a solas
today hoy
todays hoyes
todd a solas
toddler niño pequeño
toddlers niño pequeños
tods a solases
tody hoy
toe dedo del pie
toea té
toeclip sujetapapeles
toenail uña del pie
toes dedo del pies
toetoe dedo del pie
toff encopetado
toffee toffee
toffees toffees
toffies toffees
toffish pez
toffs encopetados
toffy caramelo masticable
tofore primera plana
toft tofu
tofts nenes
tofu tofu
tog tog
togetherness unión
toggle muletilla
toggles muletillas
togs togues
togue lengua
tohu tofu
toile inodoro
toiler trabajador incansable
toilers trabajador incansables
toiles trabajo duros
toilet inodoro
toiletries artículo de tocadores
toiletry artículo de tocador
toilets inodoros
toiling trabajo duro
toilings trabajo duros
tokay hoy
tokays hoyes
toke pitada
tokens señales
tokes pitadas
tolbooth cabina de peaje
tolbooths cabina de peajes
tolerance tolerancia
tolerances tolerancias
tolings  herramientases
toll peaje
tollbooth cabina de peaje
tollbooths cabina de peajes
tolls peajes
tolpuddle charco
tolts peajes
tom gato macho
tomahawk hacha de guerra
tomahawks hacha de guerras
tomalley callejón
tomato tomate
tomatoes tomates
tomatoey tomate
tomb tumba
tombola tómbola
tombolas tómbolas
tomboy niña poco femenina
tomboys niña poco femeninas
tombs tumbas
tombstone lápida
tombstones lápidas
tome tomo
tommies Tomis
tommy Tomi
tomorrow mañana
tomorrows mañanas
tompon tampón
toms gato machos
tomsk gato macho
ton tonelada
tonant inquilino
tonbridge puente
tondo fiesta
tone tono
toner tóner
toners tóneres
tones voces
tongue lengua
tongues lenguas
tonguings lenguas
tonic agua tónica
tonics agua tónicas
tonight esta noche
tonk recaudación
tonker tóner
tonkers buque cisternas
tonks toneladas
tonlet inodoro
tonlets inodoros
tonne tonelada
tonnes toneladas
tons toneladas
tonsil amígdala
tonsillectomies amigdalectomías
tonsillectomy amigdalectomía
tonsillitis amigdalitis
tonsils amígdalas
tonus tonelada
tooers torres
tool herramienta
toolbag barra de herramientas
toolbags barra de herramientases
toolbar barra de herramientas
toolbars barra de herramientases
toolbox caja de herramientas
toolboxes caja de herramientases
tooler trabajador incansable
toolers trabajador incansables
tooling  herramientas
toolings  herramientases
toolkit juego de herramientas
toolkits juego de herramientases
tools herramientas
tooms herramientas
toons herramientas
tooth diente
toothache dolor de muelas
toothaches dolor de muelases
toothbrush cepillo de dientes
toothbrushes cepillo de dienteses
toothing diente
toothpaste pasta de dientes
toothpastes pasta de dienteses
toothpick palillo
toothpicks palillos
tooths dientes
toots bocinazos
tootsy bocinazo
top cima
topaz topacio
topazes topacios
toper borracho
topers borrachos
tophus tifus
topi cimas
topic tema
topics temas
topis tema
topmaker fabricante
topmaking fabricación
topography topografía
topper sombrero de copa
toppers sombrero de copas
toppings coberturas
tops cimas
topsoil capa superior del suelo
topspin rotación
tor peñasco
torah Torá
torahs Torás
torbay bahía
torch antorcha
torches antorchas
tores peñascos
tormentings tormentos
tormentor torturador
tormentors torturadores
torpor torpor
torpors torpores
torque par de torsión
torques par de torsiones
torr recorrido
torrent torrente
torrents torrentes
torrider jinete
tors peñascos
torsi torsos
torsion torsión
torsions torsiones
tort agravio
torten agravio
tortes agravios
tortoise tortuga
tortoises tortugas
torts agravios
torturer torturador
torturers torturadores
tortures torturas
torus recorrido
toshers idiotas
tosser idiota
tossers idiotas
tosses lanzamientos
tossings lanzamientos
tossy lanzamiento
tost examen
tot nene
totalitarianism totalitarismo
totalities totalidades
totality totalidad
totanus tétanos
totem tótem
totems tótems
tothers ataduras
totnes voces
tots nenes
tottie corbata
tottings nenes
toucan tucán
toucanet tucán
toucanets tucánes
toucans tucánes
touch tacto
touchdown aterrizaje
touchdowns aterrizajes
touchers tactos
touches tactos
touchstone piedra de toque
touchstones piedra de toques
toughness dureza
toughs matónes
toun pueblo
touns recorridos
toupee peluquín
toupees peluquínes
toupet mascota
tour recorrido
tourings turismos
tourism turismo
tourist turista
tourists turistas
tournament torneo
tournaments torneos
tourniquet torniquete
tourniquets torniquetes
tours recorridos
touter revendedor la revendedora
touters revendedor la revendedoras
tow remolque
towel toalla
towels toallas
tower torre
towers torres
towery torre
towings remolques
towline línea
town pueblo
townhall ayuntamiento
townhalls ayuntamientos
townhouse ayuntamiento
townies pueblos
towns pueblos
township municipio
townships municipios
towny pueblo
towplane avión
tows remolques
towsers torres
towy pueblo
towyn pueblo
toxicity toxicidad
toxin toxina
toxins toxinas
toy juguete
toyers torres
toyings juguetes
toys juguetes
toyshop juguetería
toyshops jugueterías
toywoman mujer
toze dedo del pie
tozes dedo del pies
trace rastro
traceability trazabilidad
tracer trazador
tracers trazadores
traces rastros
trachea tráquea
tracheae tráqueas
tracheate tráquea
tracheostomies traqueotomías
tracheostomy traqueotomía
tracheotomies traqueotomías
tracheotomy traqueotomía
tracings calcos
track pista
tracker rastreador
trackers rastreadores
tracking rastreo
trackings rastreos
tracks pistas
tracksuit chándal
tracksuits chándales
tract extensión
traction tracción
tractor tractor
tractors tractores
tracts extensiones
tractus extensión
trade comercio
trademark marca registrada
trademarks marca registradas
tradeoff compensación
trader comerciante
traders comerciantes
trades comercios
trading comercio
tradings comercios
tradition tradición
traditioner tradición
traditioners tradiciones
traditions tradiciones
traditor traidor
traditors traidores
traducer calumniador
traducers calumniadores
traffic tráfico
trafficker traficante
traffickers traficantes
trafficking tráfico
traffickings tráficos
trafficks tráficos
traffics tráficos
tragedies tragedias
tragedy tragedia
traik tren
traiks rasgos
trail sendero
trailer remolque
trailers remolques
train tren
trainee aprendiz
trainees aprendices
trainer entrenador
trainers los tenises
training formación
trainings formaciones
trains trenes
trait rasgo
traitor traidor
traitors traidores
traits rasgos
trajectories trayectorias
trajectory trayectoria
tram tranvía
traminer entrenador
tramp vagabundo la vagabunda
trampet trompeta
trampets trompetas
trampoline trampolín
trampoliner trampolín
trampolining gimnasia en trampolín
tramps vagabundo la vagabundas
trams tranvías
tranny tiranía
tranquility tranquilidad
tranquilizer tranquilizante
tranquilizers tranquilizantes
tranquilizes tranquilizantes
transaction transacción
transactions los analeses
transcendence trascendencia
transcendences trascendencias
transcript transcripción
transcription transcripción
transcriptions transcripciones
transcripts transcripciones
transducer transductor
transducers transductores
transection transacción
transfer transferencia
transferee transferencia
transferees transferencias
transferral transferencia
transferrals transferencias
transferree transferencia
transferrer transferencia
transferrin transferencia
transfers transferencias
transformation transformación
transformations transformaciones
transformer transformador
transformers transformadores
transfusion transfusión
transfusions transfusiones
transgression transgresión
transgressions transgresiones
transients transeúnte la transeúntes
transit tránsito
transition transición
transitions transiciones
transits tránsitos
translation traducción
translations traducciones
translator traductor
translators traductores
transmission transmisión
transmissions transmisiones
transmitter transmisor
transmitters transmisores
transparencies transparencias
transparency transparencia
transplant trasplante
transplanters trasplantes
transplants trasplantes
transport transporte
transportation transporte
transportations transportes
transporter transportador
transporters transportadores
transportings transportes
transports transportes
transsexual transexual
transsexuals transexuales
transvestite travesti
transvestites travestis
trant rasgo
trants rasgos
trap trampa
trapdoor trampilla
trapdoors trampillas
trapeze trapecio
trapezes trapecios
trapezoid trapecio
trapezoids trapecios
trapper trampero
trappers tramperos
trapping trampa
traps trampas
trash basura
trashes basuras
trashman basurero
trashmen basurero
tratts rasgos
trauma trauma
traumas traumas
traumata trauma
travail esfuerzo
travails esfuerzos
trave los viajes
travel los viajes
traveler viajero
travelers viajeros
travelings viajares
traveller viajero
travels los viajeses
travers los viajeses
traverser zigzag
traversers zigzagues
traverses zigzagues
traversings zigzagues
travesties parodias
travesty parodia
travis tabique entre casillas
travises tabique entre casillases
tray bandeja
trays bandejas
treacher profesor
treacheries traiciones
treachery traición
treacle melaza
treacles melazas
treadmill cinta de correr
treadmills cinta de correres
treads pasos
treason traiciones
treasons traiciones
treasure tesoro
treasurer tesorero
treasurers tesoreros
treasures tesoros
treasuries tesorerías
treasury tesorería
treat sorpresa
treater teatro
treaters teatros
treaties tratados
treatings sorpresas
treatise tratado
treatises tratados
treatment tratamiento
treatments tratamientos
treaty tratado
treble parte de tiple
trebles parte de tiples
trecks trucos
tree árbol
treen árbol
trees árboles
tref árbol
trek caminata
trekker caminata
treks caminatas
trellis enrejado
trellises enrejados
trembler temblor
tremblers temblores
trembles temblores
tremblings temblores
tremor temblor
tremors temblores
trenail uña del pie
trench trinchera
trenches trincheras
trenching trinchera
trend tendencia
trendies progre la progres
trends tendencias
trendsetter iniciador de una moda
trendsetters iniciador de una modas
trepidation inquietud
trepidations inquietudes
trespass entrada no autorizada
trespasses entrada no autorizadas
trespassing entrada no autorizada
tressure tesoro
tressures tesoros
trestle caballete
trestles caballetes
tret árbol
trey tres
treys treses
triact extensión
triad tríada
triads tríadas
triage triaje
triages triajes
trial juicio
trials juicios
triangle triángulo
triangles triángulos
triathlon triatlón
triathlons triatlónes
tribe tribu
tribes tribus
tribulation tribulación
tribulations tribulaciones
tributaries afluentes
tributary afluente
tribute homenaje
tributer homenaje
tric viaje
triceps trícepses
tricepses trícepses
trick truco
tricker truco
trickeries engaños
trickers engaños
trickery engaño
trickings trickingues
trickles chorritos
trickless chorrito
tricklet chorrito
tricklets chorritos
tricklings chorritos
tricks trucos
